"","full_text","Handle","text"
"338","RT @LahavHarkov: Of course the Guardian totally buries the lede that she wrote a play that Jewish critics viewed as antisemitic (⁦@JeffreyG…","ben","RT  LahavHarkov  Of course the Guardian totally buries the lede that she wrote a play that Jewish critics viewed as antisemitic   JeffreyG "
"339","RT @JoshKraushaar: But Hobbs only won Latino voters by four points (51-47%), a huge dropoff from Sinema's 40-point margin of victory with H…","ben","RT  JoshKraushaar  But Hobbs only won Latino voters by four points  51 47    a huge dropoff from Sinema s 40 point margin of victory with H "
"340","RT @mmasnick: Larry David getting sued for getting paid by a crypto exchange to promote it, wherein the promotion is Larry David playing La…","ben","RT  mmasnick  Larry David getting sued for getting paid by a crypto exchange to promote it  wherein the promotion is Larry David playing La "
"341","RT @davidrieff: https://t.co/3sgt93TKln","ben","RT  davidrieff  "
"342","RT @tarapalmeri: NEW: On the House floor at noon, Pelosi will say in a speech crafted in part by Jon Meacham that she intends to pass the t…","ben","RT  tarapalmeri  NEW  On the House floor at noon  Pelosi will say in a speech crafted in part by Jon Meacham that she intends to pass the t "
"343","RT @mkolken: When the government dictates what is acceptable speech you no longer have freedom of speech.

Resign Senator.","ben","RT  mkolken  When the government dictates what is acceptable speech you no longer have freedom of speech 

Resign Senator "
"344","BUT HE ALSO IS FOR EFFECTIVE ALTRUISM AND BELIEVES IN ALL OF OUR FAVORITE CAUSES SO HE'S A GOOD PERSON!111!!!!!!1! https://t.co/poXXZG7xCN","ben","BUT HE ALSO IS FOR EFFECTIVE ALTRUISM AND BELIEVES IN ALL OF OUR FAVORITE CAUSES SO HE S A GOOD PERSON 111      1  "
"345","RT @SpeepyBunny: Atheists be like ""we probably live in a computer simulation"" like bro you just believe in God except you think he's a nerd","ben","RT  SpeepyBunny  Atheists be like  we probably live in a computer simulation  like bro you just believe in God except you think he s a nerd"
"346","RT @wil_da_beast630: This is pretty much just accurate. Does any human - any placental mammal - have a parent that is not either male or fe…","ben","RT  wil da beast630  This is pretty much just accurate  Does any human   any placental mammal   have a parent that is not either male or fe "
"347","RT @clovosaurus: This is a man.

He wears makeup + female fashion. Still a man.

He hasn't taken hormones or had ""top"" or ""bottom"" surgery…","ben","RT  clovosaurus  This is a man 

He wears makeup + female fashion  Still a man 

He hasn t taken hormones or had  top  or  bottom  surgery "
"348","RT @McCormackJohn: Yuval Levin: “As this election demonstrated yet again, swing voters do exist, and they are open to voting for Republican…","ben","RT  McCormackJohn  Yuval Levin   As this election demonstrated yet again  swing voters do exist  and they are open to voting for Republican "
"349","RT @HikindDov: I’m proud to announce the release of “A Brief and Visual History of Antisemitism,” a one-of-a-kind book by @IsraelBitton &amp; @…","ben","RT  HikindDov  I m proud to announce the release of  A Brief and Visual History of Antisemitism   a one of a kind book by  IsraelBitton  amp    "
"350","RT @SeanTrende: I think it's important to realize that, in a system based on districts that elect one member, votes don't always translate…","ben","RT  SeanTrende  I think it s important to realize that  in a system based on districts that elect one member  votes don t always translate "
"351","RT @loffredojeremy: Next week the New York Times in partnership with WEF partner Accenture is supposed to be hosting a live event with Sam…","ben","RT  loffredojeremy  Next week the New York Times in partnership with WEF partner Accenture is supposed to be hosting a live event with Sam "
"352","RT @steveolsher: .@benshapiro is one of the most influential podcasters in the world. The Daily Wire and its shows exceed 80 million downlo…","ben","RT  steveolsher    benshapiro is one of the most influential podcasters in the world  The Daily Wire and its shows exceed 80 million downlo "
"353","RT @CarlaHSands: FTX Not a Failure of Capitalism. A Failure of the Watchdogs. 
We would do well to keep Sherlock Holmes’ “curious incident”…","ben","RT  CarlaHSands  FTX Not a Failure of Capitalism  A Failure of the Watchdogs  
We would do well to keep Sherlock Holmes   curious incident  "
"354","RT @ShellenbergerMD: Many believe entrepreneurs can and should combine altruism with capitalism, but they shouldn't. In fact, doing so is o…","ben","RT  ShellenbergerMD  Many believe entrepreneurs can and should combine altruism with capitalism  but they shouldn t  In fact  doing so is o "
"355","RT @EsotericCD: let's all tip our cap to the man who once upon a time accounted for a solid 45% of the entire District of Columbia's cocain…","ben","RT  EsotericCD  let s all tip our cap to the man who once upon a time accounted for a solid 45  of the entire District of Columbia s cocain "
"356","RT @DavidSacks: The biggest con man since Madoff just admitted that woke is a virtue-signaling game “where we say all the right shibboleths…","ben","RT  DavidSacks  The biggest con man since Madoff just admitted that woke is a virtue signaling game  where we say all the right shibboleths "
"357","RT @bethanyshondark: Why gentle parenting gets it wrong - Me for the ⁦@deseretmagazine⁩ November issue  https://t.co/XerSUCH3Tc","ben","RT  bethanyshondark  Why gentle parenting gets it wrong   Me for the  deseretmagazine November issue  "
"358","RT @VivekGRamaswamy: An essential part of SBF’s act was to dupe the public by doing the very things that good guys are supposed to do: advo…","ben","RT  VivekGRamaswamy  An essential part of SBF s act was to dupe the public by doing the very things that good guys are supposed to do  advo "
"359","RT @yaf: SAD CLOWN: Protestor Dressed as Clown Arrested After Attempting to Sneak Frozen Condoms Into @benshapiro Event, Vandalizing Restro…","ben","RT  yaf  SAD CLOWN  Protestor Dressed as Clown Arrested After Attempting to Sneak Frozen Condoms Into  benshapiro Event  Vandalizing Restro "
"360","RT @DailySignal: ""Maybe, just maybe, the problem isn't with capitalism per se ... Maybe the problem is with a cadre of supposed protectors…","ben","RT  DailySignal   Maybe  just maybe  the problem isn t with capitalism per se     Maybe the problem is with a cadre of supposed protectors "
"361","The media can make Trump president. And they desperately need him. That's one reason why they're attacking him. https://t.co/MY8GTbDAKH","ben","The media can make Trump president  And they desperately need him  That s one reason why they re attacking him  "
"362","RT @iowahawkblog: Richard Jewell","ben","RT  iowahawkblog  Richard Jewell"
"363","RT @davidshor: @user123029 @benshapiro Sharpest decline among 18-25 year olds https://t.co/y3abfVqlWg","ben","RT  davidshor   user123029  benshapiro Sharpest decline among 18 25 year olds "
"364","RT @cnsnews: Commentary by @benshapiro: The red flags surrounding crypto exchange FTX were endless, but were never followed. Why? https://t…","ben","RT  cnsnews  Commentary by  benshapiro  The red flags surrounding crypto exchange FTX were endless  but were never followed  Why  "
"365","Spoiler alert: everyone with a cervix is a woman, and everyone who is a woman has a cervix https://t.co/OUby9Sx3WE","ben","Spoiler alert  everyone with a cervix is a woman  and everyone who is a woman has a cervix "
"366","RT @davidharsanyi: May She look on you with favor and give you peace.","ben","RT  davidharsanyi  May She look on you with favor and give you peace "
"367","RT @EdMorrissey: @benshapiro The secret to success in life: Find someone who loves you as unconditionally and fiercely as the mainstream me…","ben","RT  EdMorrissey   benshapiro The secret to success in life  Find someone who loves you as unconditionally and fiercely as the mainstream me "
"368","""[S]he reveals herself, subtly and endearingly, in a dozen different ways. The fact that she loves 'lowbrow TV' and counts the hilarious but racy Ali Wong among her favorite comedians says the world about who Obama is when she gets together with those friends. Lucky them.""","ben","  S he reveals herself  subtly and endearingly  in a dozen different ways  The fact that she loves  lowbrow TV  and counts the hilarious but racy Ali Wong among her favorite comedians says the world about who Obama is when she gets together with those friends  Lucky them  "
"369","The most sycophantic book review ever written. 

""She is on a journey. Through her stories, experiences and thoughts, we’re finding the light with her. Lucky us.""

Good God.

https://t.co/Bd7DwaUkL7","ben","The most sycophantic book review ever written  

 She is on a journey  Through her stories  experiences and thoughts  we re finding the light with her  Lucky us  

Good God 

"
