"","full_text","Handle","text"
"326","Lindsey Graham has never had a core. He takes on the personae of others. After being a mini McCain and then a mini Trump, he is now a mini George Wallace, making  disgusting racist comments.
Comments aimed at black farmers.","barbara","Lindsey Graham has never had a core  He takes on the personae of others  After being a mini McCain and then a mini Trump  he is now a mini George Wallace  making  disgusting racist comments 
Comments aimed at black farmers "
"327","What is it about cutting childhood poverty in half that offends the GQP? It just might show a touch of human kindness but they vote NO. Quit the GQP and regain your soul.","barbara","What is it about cutting childhood poverty in half that offends the GQP  It just might show a touch of human kindness but they vote NO  Quit the GQP and regain your soul "
"328","Big help is on the way. Thank you Mr. President and thank you Georgia.","barbara","Big help is on the way  Thank you Mr  President and thank you Georgia "
"329","Dozens of Americans died every hour from Covid while  Sen. Ron Johnston forced clerks to read covid bill. Lost time. Wisconsin help us by electing someone who cares about your health not some crazy circus ringmaster.","barbara","Dozens of Americans died every hour from Covid while  Sen  Ron Johnston forced clerks to read covid bill  Lost time  Wisconsin help us by electing someone who cares about your health not some crazy circus ringmaster "
"330","RT @IssuesOn1: The ""domestic terrorists"" did not win says @BarbaraBoxer Congress is open and working! check out ""The Boxer Report"" each Thu…","barbara","RT  IssuesOn1  The  domestic terrorists  did not win says  BarbaraBoxer Congress is open and working  check out  The Boxer Report  each Thu "
"331","Republicans say they are being contacted by members of the January 6 mob who complain about the FBI. Hmmm. Would they take calls from ISIS?","barbara","Republicans say they are being contacted by members of the January 6 mob who complain about the FBI  Hmmm  Would they take calls from ISIS "
"332","Republicans voted no. They say Covid bill is terrible, tainted and too generous. So why don’t they introduce a bill to stop its benefits from going to  their constituents? Their voters would LOVE to sacrifice themselves for  a party that’s lost its way. NOT.","barbara","Republicans voted no  They say Covid bill is terrible  tainted and too generous  So why don t they introduce a bill to stop its benefits from going to  their constituents  Their voters would LOVE to sacrifice themselves for  a party that s lost its way  NOT "
"333","What do you call someone who kisses the ring of the mob boss who stood by when the mob was threatening to hang him? I call it pathetic. What’s your word?","barbara","What do you call someone who kisses the ring of the mob boss who stood by when the mob was threatening to hang him  I call it pathetic  What s your word "
"334","RT @IssuesOn1: ""Time to put away the blankie and teddy bear"" Barbara Boxer's message to her former Senate colleagues about confirming @neer…","barbara","RT  IssuesOn1   Time to put away the blankie and teddy bear  Barbara Boxer s message to her former Senate colleagues about confirming  neer "
"335","You can’t say you want  schools to  open and Americans to get checks and then vote no on Biden bill. You can’t say you’re for small business and  vaccines into arms and vote no. But Republicans are a NO. We see you and there’s a new slogan: GQP-against the people.","barbara","You can t say you want  schools to  open and Americans to get checks and then vote no on Biden bill  You can t say you re for small business and  vaccines into arms and vote no  But Republicans are a NO  We see you and there s a new slogan  GQP against the people "
"336","As for the GQP and Trump: They can’t quit him so let’s quit them!","barbara","As for the GQP and Trump  They can t quit him so let s quit them "
"337","Thank you @POTUS for leading with compassion, caring and humility. Thank you American voters. What a change to have a “we” President not a “me” President. Goodbye  chaos, hello calm.","barbara","Thank you  POTUS for leading with compassion  caring and humility  Thank you American voters  What a change to have a  we  President not a  me  President  Goodbye  chaos  hello calm "
"338","I do The Boxer Report every Thursday at 8pm on etc. Alex and I dig deep. Hope you can watch. https://t.co/rz5W8TzOZ1","barbara","I do The Boxer Report every Thursday at 8pm on etc  Alex and I dig deep  Hope you can watch  "
"339","I can tell you there are moments where people need their Senator. They need to see you, and your staff 24/7.  A Senator needs to ensure that every single federal program is ready to sweep in and help. If Senators don’t step up they should step down.","barbara","I can tell you there are moments where people need their Senator  They need to see you  and your staff 24 7   A Senator needs to ensure that every single federal program is ready to sweep in and help  If Senators don t step up they should step down "
"340","I look forward to the The Boxer Report.(Every Thursdays at 8pm on Spectrum News1LA in Southern California) I talk about the most vexing issues facing all of us. Join me. https://t.co/9UaLq5OAyx","barbara","I look forward to the The Boxer Report  Every Thursdays at 8pm on Spectrum News1LA in Southern California  I talk about the most vexing issues facing all of us  Join me  "
"341","Cult following state Republican parties are  sanctioning brave Senators who voted their conscience.  Registered Republicans should follow their consciences and leave that party!","barbara","Cult following state Republican parties are  sanctioning brave Senators who voted their conscience   Registered Republicans should follow their consciences and leave that party "
"342","Lindsey Graham says McConnell’s words re Trump doom the GQP. But what’s dooming GQP is cowardice as it bows to a crime boss, a cult &amp; violence. Many are ending GQP registration. Thank you and start a movement to save America.","barbara","Lindsey Graham says McConnell s words re Trump doom the GQP  But what s dooming GQP is cowardice as it bows to a crime boss  a cult  amp  violence  Many are ending GQP registration  Thank you and start a movement to save America "
"343","Warning to GOP Trump puppets:the truth will be revealed. Trump, as Commander-in-Chief, incited a violent coup. We know it because he did NOTHING to stop it for hours. I don’t see suburban women warming to this version of America. They should lead the movement to quit the GOP.","barbara","Warning to GOP Trump puppets the truth will be revealed  Trump  as Commander in Chief  incited a violent coup  We know it because he did NOTHING to stop it for hours  I don t see suburban women warming to this version of America  They should lead the movement to quit the GOP "
